total_income,total_expenses,income_source,food,hospitality,alcohol,tobacco,clothing,public_utilities,medical,transport,communication,education,others,special,gardening,saving,min_invest
116199,100964,Enterpreneurial Activities,71558,3620,540,1810,1452,12936,154,492,1014,1030,3342,3016,0,18415,2184
281647,206820,Wage/Salaries,97174,0,5954,9986,5690,22578,132,23268,2916,70,6540,3000,29512,84446,11265
67021,46046,Other sources of Income,31488,0,312,0,100,9390,1724,480,0,0,552,2000,0,26165,3841
106380,79726,Enterpreneurial Activities,50139,0,1352,7240,171,14262,130,1038,516,50,3528,1300,0,28651,3691
209299,158533,Wage/Salaries,88512,5644,0,9570,2039,15654,2738,5370,516,14374,6186,7930,0,62187,8406
144909,134916,Wage/Salaries,49790,2460,30,1810,3434,33864,835,600,1770,279,6558,33486,0,11319,1231
128100,121204,Wage/Salaries,67311,1430,0,4660,5293,12240,380,11070,450,2120,4350,11900,0,7227,765
378890,374488,Other sources of Income,111592,10980,0,20815,860,87762,23705,14952,17988,550,7284,78000,0,4470,452
92962,79443,Enterpreneurial Activities,49374,1800,2210,0,900,7590,60,4476,216,7075,3642,2100,0,16272,1960
255562,198480,Wage/Salaries,97700,9680,5800,15580,11054,18948,274,15858,3828,2370,12390,4998,0,60069,7489
185589,152458,Wage/Salaries,97007,4065,2810,0,1095,10908,5360,11778,2472,9465,4098,3400,0,37695,4628
660785,329978,Wage/Salaries,126871,39220,210,6470,2212,50904,4441,51804,2598,9300,33948,2000,0,348790,54239
123021,114248,Wage/Salaries,53328,1220,0,0,1475,34260,205,6282,1110,1250,3618,11500,0,9284,1002
133410,114987,Wage/Salaries,47705,120,1080,0,1374,40878,213,5502,1068,1005,2532,4000,9510,20100,2338
207380,196110,Wage/Salaries,107600,2480,1000,710,3490,34050,330,3240,954,1030,11226,30000,0,12062,1281
143488,114900,Wage/Salaries,68972,720,240,0,2680,17196,1750,3942,834,3550,5016,10000,0,30684,3769
75204,62800,Wage/Salaries,33634,1020,0,0,250,8130,130,6798,702,180,4956,7000,0,14896,1834
957092,362942,Wage/Salaries,106148,8940,0,21720,3035,72060,14655,23790,7620,19130,65844,20000,0,619836,103789
74121,58695,Wage/Salaries,22447,1080,1200,3676,60,22518,320,360,390,0,1644,5000,0,18429,2376
978745,439445,Wage/Salaries,132986,16500,0,0,24165,58182,2566,15294,2100,19860,87792,80000,0,637755,111747
1805475,1094621,Wage/Salaries,163383,8600,2280,0,45210,237936,7526,86646,10500,293150,144390,95000,0,824639,125326
249376,209140,Other sources of Income,63387,0,900,104,2730,128850,905,2430,2862,0,6072,900,0,41925,4926
365067,193994,Wage/Salaries,68068,13000,0,0,11520,25320,9900,17232,1698,0,38256,9000,0,214299,36547
241783,171062,Wage/Salaries,109749,8060,315,2916,1597,28230,1577,402,1266,680,11970,4300,0,84901,11969
20757,20151,Wage/Salaries,13336,180,0,0,825,4008,120,60,0,0,1422,200,0,772,81
129343,117114,Wage/Salaries,58718,3925,2620,7770,1615,9042,6106,3522,78,6830,2688,14200,0,13243,1470
138366,104066,Enterpreneurial Activities,62044,5020,90,0,2543,9672,1090,2658,408,5800,4266,10475,0,39554,5236
114181,97679,Wage/Salaries,51191,5736,280,0,1830,16524,3550,10680,300,1500,3588,2500,0,20136,2433
155578,144550,Wage/Salaries,68704,3400,808,0,855,36390,1587,4002,414,4800,7590,16000,0,12433,1354
177315,139502,Wage/Salaries,63871,5850,3182,0,3264,30714,1055,4878,6600,0,5868,14220,0,37988,4616
127415,125130,Other sources of Income,38990,4560,0,0,2140,62736,2490,4896,300,110,3408,5500,0,2631,269
177141,128058,Enterpreneurial Activities,79259,3245,0,0,1314,22950,3680,8796,930,1760,5424,700,0,58159,8023
186960,100739,Enterpreneurial Activities,55417,0,2238,4540,4090,11076,420,6876,1242,1160,7680,6000,0,103391,17006
519843,309639,Wage/Salaries,91636,29067,0,0,1260,64224,14256,7368,3120,53200,44508,1000,0,232704,34694
174734,140787,Wage/Salaries,62076,1440,300,0,4720,41988,165,12186,2340,2840,12432,300,0,41594,5332
814179,324493,Wage/Salaries,123064,2080,1010,52,624,44898,3440,24336,4338,2245,73806,44600,0,564148,100664
173508,94099,Enterpreneurial Activities,42721,360,2730,0,100,26748,0,2718,1092,6800,7830,3000,0,91988,14743
105535,83179,Enterpreneurial Activities,38031,0,408,0,950,9564,0,1800,498,10005,3468,4000,14455,24075,2996
138292,105198,Other sources of Income,48431,0,1456,0,1245,30630,5220,1686,1302,970,4608,5000,4650,34632,4369
137134,129884,Other sources of Income,67801,0,948,4550,515,40668,0,1656,318,2470,4398,5000,1560,9378,1016
272430,153537,Wage/Salaries,71785,200,4438,0,4025,37122,1530,3996,738,765,13938,15000,0,144059,23354
265950,255514,Enterpreneurial Activities,93790,720,570,0,9180,90396,2784,8652,3288,6700,17934,21500,0,12777,1350
186134,173484,Other sources of Income,46638,780,0,0,0,96864,220,12000,780,8450,7752,0,0,13626,1469
553353,295689,Wage/Salaries,91189,1560,450,0,3260,116160,4768,9420,2862,1100,40920,24000,0,293113,46715
203812,132557,Other sources of Income,28748,480,0,0,685,86862,0,2400,780,6500,3102,3000,0,79539,11381
274647,201085,Other sources of Income,38544,780,0,0,640,129336,4991,7200,1080,0,5964,12550,0,94148,13348
698248,384252,Wage/Salaries,129151,600,3160,0,1140,143292,6745,11484,7860,2440,56430,21950,0,315666,45913
194915,151129,Wage/Salaries,67180,0,300,0,2325,56502,4470,2400,558,2950,6444,8000,0,46595,5841
786030,612599,Other sources of Income,204663,6100,2850,7240,37250,179340,69484,31302,2160,9000,15210,48000,0,214163,28361
621324,400935,Wage/Salaries,89870,1560,0,0,2000,167082,11473,20166,6948,6150,52506,20000,23180,236089,33176
348011,135596,Wage/Salaries,71290,0,600,5430,1454,17790,470,1080,756,830,22896,13000,0,248746,45251
170984,146886,Wage/Salaries,84220,0,1140,260,1280,13140,586,7620,642,820,6348,8600,22230,26257,3062
27646,25794,Wage/Salaries,14736,0,300,20,70,6036,0,0,0,0,810,677,3145,2242,246
148479,138074,Enterpreneurial Activities,53405,2600,200,7240,2640,25362,12310,300,828,325,4074,6200,22590,12200,1335
66190,63583,Other sources of Income,32272,0,3310,1629,1100,9474,50,240,588,1305,2844,680,10091,3330,353
164027,156434,Enterpreneurial Activities,69109,14000,900,905,1758,19542,360,3660,180,5100,5322,11500,24098,7965,837
134910,106686,Enterpreneurial Activities,64788,120,230,0,1120,15318,1070,900,258,850,4062,5000,12970,32461,4129
571350,355956,Wage/Salaries,96960,10530,430,0,4350,55248,1000,19764,12840,74550,70284,10000,0,272003,42845
197382,118497,Enterpreneurial Activities,58456,2550,240,0,5580,30636,33,3990,1122,0,6090,7000,2800,81775,11685
108666,65388,Wage/Salaries,48829,0,728,260,485,8058,0,0,600,350,3078,3000,0,55864,9105
183930,147624,Wage/Salaries,88772,2340,0,0,470,22464,0,4800,2292,10030,6456,10000,0,40231,4989
706988,331084,Other sources of Income,147214,2640,960,0,5140,85572,3450,11202,6720,6500,16686,45000,0,401054,64283
253135,142403,Wage/Salaries,54209,0,1830,0,4120,40848,0,9540,840,0,26016,5000,0,127647,20054
141831,92527,Wage/Salaries,56301,0,600,2263,800,17058,600,600,540,615,3060,2000,8090,55893,8052
731712,361491,Wage/Salaries,100703,18000,1200,0,14449,67506,2150,15660,7200,2231,70392,62000,0,415894,67824
263384,155517,Other sources of Income,62425,14390,0,0,1600,35520,7172,2760,852,10950,16848,3000,0,116750,17244
196722,128143,Wage/Salaries,63367,4680,1260,780,0,40530,1110,7164,1128,0,2124,6000,0,76029,10829
622644,239991,Wage/Salaries,96911,360,1170,0,5230,44478,8850,3618,2160,700,53514,23000,0,398089,66248
357118,227860,Enterpreneurial Activities,83853,7680,3300,0,6490,37482,7255,20760,18780,0,19260,17000,6000,162466,25149
3294322,331990,Other sources of Income,65424,2860,6754,0,6130,47748,4140,6000,6120,114500,43314,29000,0,3845751,936653
165999,75424,Other sources of Income,21034,0,0,0,120,24288,374,13752,762,0,2094,13000,0,96840,15699
115518,95206,Enterpreneurial Activities,54783,0,2010,1216,410,15918,5045,2316,90,1990,5928,5500,0,24345,3033
141051,80652,Wage/Salaries,59639,0,405,0,330,12792,200,1830,240,0,1716,3500,0,72647,11637
76952,65679,Wage/Salaries,46462,100,130,0,500,8622,207,2202,156,2080,3720,1500,0,11771,1365
44188,43768,Wage/Salaries,30658,300,596,156,550,9222,180,1002,0,0,1104,0,0,490,50
70827,69540,Wage/Salaries,36515,5580,300,0,250,7248,141,3300,1104,8480,3222,3400,0,1556,160
47005,39016,Wage/Salaries,29614,120,0,90,105,4374,89,900,156,220,1848,1500,0,9620,1192
65273,50178,Wage/Salaries,25631,660,420,182,655,10728,732,654,390,0,3126,7000,0,18535,2478
371115,172200,Wage/Salaries,74840,22760,832,312,1690,17412,130,4800,2460,6266,28698,12000,0,213141,34372
61507,56132,Wage/Salaries,33715,1200,810,0,615,9300,74,600,216,0,1602,8000,0,6642,750
69633,58022,Wage/Salaries,33747,360,1890,1086,520,9798,116,720,492,0,2298,6995,0,14394,1794
25114,17450,Wage/Salaries,9764,0,270,0,310,6186,50,438,0,0,432,0,0,8113,1088
140285,133826,Other sources of Income,43506,750,1950,4525,2070,15756,1946,4998,324,1650,2226,23425,30700,7873,839
73769,71614,Enterpreneurial Activities,31117,240,835,2110,2310,8826,0,0,0,120,2106,300,23650,2287,236
126502,88431,Enterpreneurial Activities,64505,600,2820,285,1735,14100,451,258,0,165,1812,1700,0,41732,5671
1912524,877464,Enterpreneurial Activities,244616,29000,6120,0,24695,363102,17822,27240,4800,20550,54690,18200,66629,1199132,205385
313766,284850,Wage/Salaries,96537,1800,14760,0,9418,52836,523,12450,3780,2250,33246,57250,0,34055,3831
643228,359109,Wage/Salaries,94735,28000,1200,2172,8255,95232,505,45630,7146,15700,39534,21000,0,310209,47240
121335,96585,Wage/Salaries,58602,3400,70,3620,3295,11700,660,3378,0,932,5928,5000,0,28092,3537
722152,618021,Other sources of Income,148468,33000,540,0,7635,25902,271981,10746,5706,12105,69378,32560,0,104805,12011
110037,91070,Wage/Salaries,53692,0,2895,0,2875,10878,74,7338,1326,960,5532,5500,0,21219,2575
69630,67135,Enterpreneurial Activities,40031,0,665,3620,2465,8508,536,1632,78,400,3120,0,6080,3225,341
355550,289312,Wage/Salaries,74068,18600,0,0,16720,83268,17480,17148,11454,160,48414,2000,0,69079,8305
94038,76183,Wage/Salaries,48239,0,1140,5430,3524,8670,60,486,0,1000,5634,2000,0,18100,2163
81600,73079,Enterpreneurial Activities,35330,0,60,0,1955,27108,3882,702,1380,0,1662,1000,0,9383,1056
71839,50697,Other sources of Income,31412,0,450,1300,950,9852,48,270,912,0,1278,4225,0,27236,3987
393938,119986,Wage/Salaries,67960,1900,540,0,430,19164,758,7440,1506,6690,5598,8000,0,309853,58181
332157,185819,Wage/Salaries,73221,4810,690,0,8604,24258,2884,10440,1170,3150,33972,22620,0,176847,28725
216252,169838,Wage/Salaries,89935,2990,0,0,2007,24408,950,13524,6216,7060,5748,17000,0,53665,6878
106085,68589,Wage/Salaries,34263,390,0,3620,1610,16236,1618,1920,360,560,3012,5000,0,42473,6147
120223,77927,Wage/Salaries,33723,0,0,0,1878,15078,60,2130,996,450,5112,18500,0,54025,8357
120863,99135,Enterpreneurial Activities,60083,390,0,1990,2270,16398,2595,3348,1218,1815,5028,4000,0,24679,3032
164693,128844,Wage/Salaries,86763,4680,1235,3495,1550,15234,340,2238,690,960,4374,7285,0,44869,5955
82429,68416,Enterpreneurial Activities,47437,560,880,0,1760,10170,134,858,606,515,2646,2850,0,17744,2237
101120,74297,Wage/Salaries,50710,0,0,0,2235,14658,120,960,1530,230,2964,890,0,27192,3460
112755,80745,Enterpreneurial Activities,40946,390,0,1165,255,17712,513,7038,606,560,4560,7000,0,39859,5672
81886,60087,Wage/Salaries,37406,390,0,0,1650,8094,291,180,852,360,2364,8500,0,28203,4012
201226,161599,Wage/Salaries,66725,3900,1030,1810,4020,17844,14562,13500,1116,5650,18942,12500,0,42644,5232
142568,112241,Wage/Salaries,63378,600,210,905,1420,23076,470,5214,0,100,2868,14000,0,38267,5067
408359,207536,Wage/Salaries,92828,1170,0,0,7250,26580,1186,13752,1140,8480,30030,25120,0,240102,40437
38681,32627,Other sources of Income,21354,0,270,0,2100,5220,101,1200,0,480,1902,0,0,7459,917
61784,59994,Enterpreneurial Activities,29070,1560,0,0,1940,17088,195,2148,408,201,1884,5500,0,2125,221
92988,85909,Enterpreneurial Activities,41992,0,300,0,1350,10890,36,4248,0,41,2592,21000,3460,8901,993
39633,30882,Other sources of Income,16975,0,210,0,460,6660,64,600,0,0,918,2000,2995,9232,1149
197724,196334,Wage/Salaries,68948,10480,1080,0,21730,23010,220,4542,1980,22000,10644,31700,0,1421,143
108596,88330,Enterpreneurial Activities,42524,3980,0,0,5555,13560,1199,5622,198,5220,3972,6500,0,20610,2459
44368,43545,Wage/Salaries,27052,0,540,0,1780,6990,235,300,198,0,2250,4200,0,1027,106
38366,35690,Wage/Salaries,24377,170,0,1158,1175,6120,200,0,78,0,2412,0,0,3278,361
88872,83664,Other sources of Income,42194,180,840,3630,1160,6204,20,1080,78,900,1908,12000,13470,6505,708
50356,48893,Enterpreneurial Activities,33394,180,50,442,260,7572,0,360,0,0,1410,700,4525,1789,186
94887,94668,Wage/Salaries,57746,180,500,130,4315,8016,381,4230,0,1770,4560,5550,7290,224,22
100629,90987,Other sources of Income,58593,600,250,1810,3030,11784,660,2460,756,1400,4644,5000,0,9789,1076
122739,87045,Wage/Salaries,53764,1150,300,1094,3341,7074,2006,2940,966,800,4440,500,8670,45179,6530
61128,60013,Wage/Salaries,44440,180,150,520,2385,8262,84,0,66,508,2718,700,0,1127,115
123312,86503,Wage/Salaries,61281,360,150,0,4230,8094,0,2910,1038,1600,5040,1800,0,41827,5772
141228,126994,Wage/Salaries,65600,14550,0,0,1708,9132,344,12990,528,8470,3912,1300,8460,15412,1722
120306,115529,Enterpreneurial Activities,76007,866,0,0,1717,16554,719,3864,780,5040,5982,4000,0,5680,599
60326,48220,Enterpreneurial Activities,32144,1020,1290,0,630,6426,60,288,0,320,3042,3000,0,13123,1620
79836,66632,Enterpreneurial Activities,45312,1720,900,1810,1270,8712,56,3078,0,450,3324,0,0,13376,1565
73627,58145,Other sources of Income,41919,1200,0,0,1280,7656,1212,1080,660,0,3138,0,0,17840,2273
72211,70406,Wage/Salaries,44598,900,950,0,440,8760,114,600,0,0,4044,4000,6000,2273,236
81310,57711,Enterpreneurial Activities,36327,1200,650,300,590,14718,0,552,300,0,1764,1000,310,27974,3910
116348,104993,Wage/Salaries,61678,3600,1350,1092,1715,13884,100,3900,582,4260,3690,3000,6142,14183,1626
84734,80928,Enterpreneurial Activities,47611,360,1700,1810,680,18336,135,2034,1920,730,3612,2000,0,4042,425
183060,129417,Enterpreneurial Activities,93829,2400,0,6595,2955,13560,1500,0,480,1860,3738,2500,0,62919,8773
63690,63285,Other sources of Income,27184,0,0,3258,420,12780,557,0,780,0,3726,1800,12780,510,51
142740,114511,Other sources of Income,62674,600,300,6158,5337,13764,2014,0,1152,2310,4158,4900,11144,29866,3646
160976,113683,Wage/Salaries,73588,9000,195,1560,3560,18510,960,0,360,0,4590,1360,0,53255,7285
96947,61888,Enterpreneurial Activities,40251,0,0,1633,910,11580,293,0,0,0,2526,360,4335,40381,5942
113607,80466,Enterpreneurial Activities,40156,60,120,1040,2305,25860,0,0,762,935,2850,3500,2878,34216,4484
138382,108398,Other sources of Income,68787,48,100,104,1720,22572,2050,3282,1140,1531,4764,2300,0,31432,3890
195413,159949,Enterpreneurial Activities,78235,23352,0,0,2030,24588,0,3480,4500,12050,6954,4760,0,44480,5666
103080,69873,Wage/Salaries,50976,0,200,0,3080,8436,1100,0,0,2343,3738,0,0,37443,5258
85960,63887,Enterpreneurial Activities,24348,3820,475,0,6906,21564,0,0,5160,0,1614,0,0,27813,3867
115672,88560,Other sources of Income,27890,0,0,0,1366,48048,24,6600,0,360,2472,1800,0,28731,3627
351911,246789,Other sources of Income,75459,2160,0,0,23344,45354,35538,16650,1560,3100,8004,35620,0,111918,14967
214807,167073,Wage/Salaries,67168,1956,960,0,5755,27498,570,4398,2400,3640,22728,30000,0,48030,5884
120878,114667,Enterpreneurial Activities,67471,11320,0,0,860,15444,1440,42,696,930,3678,0,12786,6560,693
124388,109209,Enterpreneurial Activities,57768,260,0,724,2405,17520,1860,0,600,3728,4224,2300,17820,19271,2289
192026,137123,Wage/Salaries,85117,0,60,0,550,17484,250,78,360,2204,3900,11000,16120,67365,9537
1051940,560495,Wage/Salaries,164385,7560,0,7240,26815,36816,9100,48240,8976,2691,122172,126500,0,611421,103653
32070,31094,Other sources of Income,20490,0,0,0,1105,7488,0,300,0,355,1356,0,0,1098,114
133681,116129,Other sources of Income,55808,1600,0,1085,3880,16698,0,18600,336,8658,4464,5000,0,20031,2340
111390,100723,Wage/Salaries,51015,0,0,2145,3595,12270,0,2940,456,1042,3822,13800,9638,12875,1462
166385,138830,Other sources of Income,55541,0,150,0,6180,19980,2880,34548,2028,815,4308,12400,0,32408,3967
163113,109711,Wage/Salaries,45623,250,2370,12670,980,32448,3240,1920,2400,0,3810,4000,0,56214,7656
42115,37072,Other sources of Income,18608,1600,0,0,510,12162,408,480,0,0,1104,600,1600,5555,636
163743,154422,Wage/Salaries,90908,12770,0,0,8791,12816,1624,6762,1440,3535,13776,2000,0,9781,1039
91155,84056,Wage/Salaries,47356,9360,0,8020,3200,8700,902,0,0,0,6018,500,0,9104,1021
261295,254731,Other sources of Income,128381,11468,1950,0,12125,42900,3754,7824,2400,9150,7404,27000,375,8117,842
90916,89848,Other sources of Income,47240,3200,0,0,1885,25680,400,1620,1200,0,5208,0,3415,1293,131
179493,94836,Wage/Salaries,58479,2220,11190,2715,2940,9240,346,1200,540,0,5466,500,0,96531,15483
2366160,2137703,Enterpreneurial Activities,393583,74928,0,19910,21670,65880,51600,12480,8400,76100,39852,2500,1370800,268689,30377
140295,137834,Enterpreneurial Activities,56378,0,2250,1810,4160,36900,170,4332,1560,0,5274,25000,0,2763,282
240709,212550,Enterpreneurial Activities,79606,0,0,13032,9350,33318,6736,3240,3720,0,13878,1500,48170,28564,3200
155124,154273,Other sources of Income,81111,11353,660,0,5230,20022,1564,5628,4320,5985,6450,11000,950,915,92
250231,167411,Wage/Salaries,66367,23049,750,7240,4562,38088,6565,5682,1800,0,7608,5700,0,104181,15645
282605,228000,Other sources of Income,100203,9872,0,0,8400,43020,27340,9240,7320,2600,6000,13000,1005,55577,6670
84148,83981,Wage/Salaries,49674,2517,0,7510,960,15600,736,120,288,400,5196,980,0,194,19
627941,358127,Wage/Salaries,93854,30377,0,0,15035,28368,1807,4260,10500,14300,86622,3200,69804,320374,50962
135195,124887,Enterpreneurial Activities,72428,7397,240,3077,1565,16050,2340,7410,2280,1400,8700,2000,0,11531,1262
1207166,802642,Wage/Salaries,234407,42827,660,5200,13230,110400,19616,22458,15000,2720,135900,42000,158224,490938,72574
151852,70682,Other sources of Income,32498,0,0,0,4070,22020,204,1200,888,0,2802,7000,0,104533,19257
306684,224598,Wage/Salaries,111468,27547,0,3620,3360,18300,325,20286,1488,2610,33894,1700,0,97447,13329
486935,380747,Wage/Salaries,117003,27280,0,0,8990,63300,2026,20856,7920,0,40716,8150,84506,113466,14160
570620,357913,Other sources of Income,116475,19527,0,10860,13325,103500,4620,9600,20700,30500,15606,13200,0,227425,32393
163924,126562,Wage/Salaries,76937,11660,2736,7602,3180,10302,1584,1500,390,515,8328,1828,0,42991,5574
563261,344272,Other sources of Income,78766,440,0,0,4880,25920,161420,9810,1560,0,4116,4600,52760,244561,36185
395397,373947,Other sources of Income,56194,450,228,0,885,26010,112470,4824,1080,0,5796,6150,159860,27114,2936
80890,67613,Wage/Salaries,43663,3510,0,2715,1840,7776,177,1200,570,300,5262,600,0,13591,1593
86865,81463,Wage/Salaries,49084,150,700,0,575,8160,7760,7920,1200,0,2664,3250,0,6066,654
285769,166163,Wage/Salaries,92775,3350,0,0,4000,31740,3120,8700,3240,1270,7968,10000,0,125262,18265
341960,241480,Wage/Salaries,123725,21488,0,1086,1705,65598,3530,4680,1320,300,18048,0,0,123049,17545
614320,223486,Other sources of Income,83804,37528,0,0,2950,59700,2020,4698,834,200,31752,0,0,443133,80051
584965,255549,Other sources of Income,134895,31400,400,0,2210,60198,1800,4698,7320,200,9678,2750,0,340060,54394
689548,379698,Wage/Salaries,204613,34306,3796,0,4889,84240,5156,7380,6696,9500,13032,6090,0,377084,62006
220442,216233,Wage/Salaries,118688,14200,832,130,1525,17928,29120,18396,1800,550,11064,2000,0,5334,549
258908,187123,Other sources of Income,58833,11040,0,0,1260,52950,37748,4788,10320,0,8184,2000,0,85487,11824
715050,424224,Wage/Salaries,202524,22400,0,0,18320,118248,21690,8400,10920,0,13722,8000,0,347562,54408
81145,61522,Wage/Salaries,32273,1560,0,5430,855,11160,600,3198,594,0,5352,500,0,21740,2813
200548,186382,Enterpreneurial Activities,72000,2340,870,12308,1550,35430,3690,3000,1440,0,5904,4500,43350,16829,1846
318632,260190,Wage/Salaries,115729,37440,0,10860,2275,40560,2490,26358,3270,0,15708,5500,0,74054,9489
145585,101397,Enterpreneurial Activities,48708,6052,910,7059,2215,25260,445,2898,600,950,6300,0,0,53542,7667
228645,169282,Wage/Salaries,68501,22917,480,0,3750,33000,850,17100,1368,500,12816,8000,0,65929,8683
122975,110239,Wage/Salaries,54728,11700,140,7964,1220,14262,275,14040,156,0,3954,1800,0,14554,1649
595038,227991,Enterpreneurial Activities,74337,12480,420,7240,1900,76704,17654,12876,6732,0,14148,3500,0,456634,87581
279823,266317,Other sources of Income,64336,14767,0,0,2640,54900,46708,5298,666,1430,12150,4500,58922,13844,1455
695798,358568,Wage/Salaries,140420,65132,630,0,8880,53880,30,30282,4740,14400,33174,7000,0,431408,75728
679735,503877,Enterpreneurial Activities,160672,28253,2110,13032,11080,77502,9470,28746,13680,700,37662,9900,111070,177721,22467
322357,286964,Wage/Salaries,102416,25015,1860,9050,9840,46200,6188,30348,1920,1390,15312,10500,26925,40656,4645
448380,255807,Enterpreneurial Activities,111097,22950,2010,14480,2130,50520,498,19404,5760,13370,9588,4000,0,210675,31817
85798,85354,Other sources of Income,40505,10480,0,0,650,26628,1905,1338,528,0,2820,500,0,448,45
118530,109518,Enterpreneurial Activities,56989,13260,1938,3620,1530,15786,207,8340,0,0,4848,3000,0,9089,979
319490,215531,Wage/Salaries,81795,41830,510,0,4170,48306,280,18720,2496,0,16494,930,0,107008,14387
141571,118454,Wage/Salaries,62881,7800,540,0,3490,16848,337,6060,6588,0,11760,2150,0,28493,3531
197942,123304,Wage/Salaries,54712,8636,175,14480,3050,22608,6783,3360,1128,770,7002,600,0,78389,11092
215682,184658,Enterpreneurial Activities,105307,13332,0,0,3295,44640,394,4800,2496,1110,5784,3500,0,39881,4889
224461,160523,Wage/Salaries,76824,2430,702,10860,2660,26760,20547,3780,2400,520,9120,3920,0,66406,8678
93157,84451,Other sources of Income,37357,1280,0,0,2350,36150,450,420,768,0,3726,1950,0,10912,1245
216292,189815,Wage/Salaries,81339,24883,1140,3801,2580,46440,1880,4824,8928,3870,8220,1910,0,31423,3671
125611,125389,Other sources of Income,71547,3848,0,0,2000,26460,3530,3336,720,1800,6738,5410,0,247,25
366263,169652,Wage/Salaries,75823,3500,480,0,5285,50640,20520,3600,816,300,6558,2130,0,226436,38487
172000,127704,Wage/Salaries,47445,13000,1848,0,2370,31470,1383,11394,2400,0,14394,2000,0,47870,6219
290007,164120,Enterpreneurial Activities,87686,17416,126,3620,10030,21402,580,11382,2664,0,6984,2230,0,128956,18766
305052,272388,Other sources of Income,67352,6440,780,5430,5098,85980,16980,10320,6960,0,58848,8200,0,34451,3854
422306,394483,Wage/Salaries,166553,85250,480,17195,9045,53718,4554,23322,4200,8880,11886,9400,0,28702,3071
302702,211491,Other sources of Income,71308,13946,0,5780,5750,27840,15575,1842,1350,1270,7680,59150,0,99866,13567
394902,185810,Other sources of Income,80574,7450,695,7240,2660,49980,1029,11328,5640,7800,6414,5000,0,263483,47557
346652,332401,Other sources of Income,92200,51300,85,0,16320,55428,30,58002,9600,38650,6786,4000,0,16549,1745
163412,106312,Other sources of Income,61374,8253,0,0,1500,16398,175,1800,2400,2066,9246,3100,0,67066,9868
168508,162097,Wage/Salaries,75739,18663,285,9050,1585,19380,640,22020,5400,465,6720,2150,0,6964,727
155365,87078,Wage/Salaries,39512,250,0,13575,330,16500,5085,3600,3600,0,4326,300,0,81116,13016
521532,384911,Wage/Salaries,143558,55620,0,0,23135,64056,15300,18270,8580,4540,42852,9000,0,156330,20910
303537,171701,Other sources of Income,78286,8605,570,1810,13750,30000,636,13140,9438,4110,8856,2500,0,136679,20040
156854,131097,Enterpreneurial Activities,51756,330,650,3801,1665,55230,2068,3600,1200,645,8652,1500,0,33340,4204
96249,69810,Other sources of Income,34935,2340,0,0,785,18720,6480,330,480,0,4740,1000,0,33584,4780
130051,125563,Enterpreneurial Activities,67325,6922,108,9050,1850,24330,132,3600,1440,1800,7626,1380,0,5749,606
227828,182097,Other sources of Income,90303,14352,1210,0,6940,28908,996,7992,3600,1050,24246,2500,0,53274,6750
396999,235932,Wage/Salaries,84898,51900,570,7240,8160,45780,1180,10200,5160,0,13164,7680,0,177492,26419
136765,122159,Wage/Salaries,66941,4452,1230,7602,2530,26940,210,3498,1344,610,6102,700,0,17458,2005
256270,177791,Wage/Salaries,78721,14340,105,0,5535,43620,2082,10374,3288,6180,10386,3160,0,84047,11344
823214,422617,Wage/Salaries,132928,46231,0,0,10630,66180,11168,44160,13608,8600,75912,13200,0,446323,71310
887395,437161,Wage/Salaries,125997,49400,0,0,7710,97980,3530,86400,17994,0,42150,6000,0,500912,81227
105005,41375,Enterpreneurial Activities,19986,0,0,0,1545,15906,1490,540,0,0,1908,0,0,70604,12277
238590,197410,Wage/Salaries,127397,0,1522,12670,4385,30996,1656,3960,7200,0,6624,1000,0,48939,6057
372035,257567,Wage/Salaries,136094,9792,1020,14480,6165,27390,1258,25716,9840,1380,21432,3000,0,138156,19826
374625,351839,Wage/Salaries,148081,26900,1084,8145,11040,62520,2581,23016,13440,2310,46722,6000,0,23454,2496
283714,267702,Other sources of Income,125410,21950,1102,9955,12565,46590,2115,8586,11520,1279,22830,3800,0,17086,1818
468888,317278,Wage/Salaries,150673,30098,1875,6335,6225,34140,2044,14256,9600,1780,60252,0,0,179934,25985
75971,54396,Wage/Salaries,28549,5430,1170,260,640,10200,2115,3030,660,0,2142,200,0,22427,2930
117012,101760,Wage/Salaries,74874,0,1758,1404,2720,9744,326,270,1800,0,7764,1100,0,17199,2001
36368,32136,Other sources of Income,17894,0,0,0,200,6450,3164,1980,0,0,2148,300,0,5340,629
322650,276860,Other sources of Income,82039,9382,270,0,3720,37770,5355,7080,3300,1880,7614,5550,112900,56211,6782
176710,153712,Other sources of Income,79052,29800,270,13710,3140,11070,1000,1542,900,5400,6828,1000,0,25029,2886
222252,122839,Enterpreneurial Activities,73842,6058,1140,2715,1449,14364,1723,11880,2100,1550,5388,630,0,100240,14582
153786,120529,Wage/Salaries,79505,9865,1260,7240,2750,11700,504,540,600,805,5160,600,0,40121,5238
1073820,963817,Enterpreneurial Activities,125919,51600,444,960,12350,74100,8780,15474,15600,60600,16590,29500,551900,131152,14975
59650,54819,Other sources of Income,32370,7860,0,0,125,9498,1360,0,0,0,2406,1200,0,4999,543
143326,133474,Wage/Salaries,72235,17780,252,3620,2255,22290,220,2400,1080,1200,5142,5000,0,11841,1298
226970,180669,Other sources of Income,74344,22400,0,0,3515,24660,180,8100,1620,24200,13650,8000,0,58675,7704
